id,parcel_number_PIN,address,city,state,postal_code,county,property_class,inventory_type,structure_type,price,price_kind,asking_price,minimum_bid,bedrooms,full_baths,half_baths,square_footage,structure_sqft,parcel_sqft,parcel_length,parcel_width,current_status,occupied,neighborhood,latitude,longitude,thumb_image_url,comments
905481,31-21-203-002-0000,940 LAKE SUPERIOR DR,Matteson,IL,60443,Cook,Commercial Land,Vacant Land,Land,221720.0,asking,221720.0,999999.0,,,,,,75956.0,,,Acquired,,,41.5082499,-87.740442,https://s3.amazonaws.com/ePropertyPlus/public/defaultPhotoNotAvailable.jpg,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
905483,31-21-203-004-0000,920 LAKE SUPERIOR DR,Matteson,IL,60443,Cook,Commercial Land,Vacant Land,Land,221720.0,asking,221720.0,99999999.0,,,,,,61723.0,,,Acquired,,,41.509548,-87.7412949,/landmgmtpub/remote/public/property/viewImage/1628893/920 Lake Superior.jpg,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
1232178,19-35-324-055-0000,3756 W 85th Pl,Chicago,IL,60652,Cook,Residential Structure,Residential Home - Homebuyer,Single Family,215000.0,minimum_bid,,215000.0,,,,2081,2081,4905.0,,,Acquired,,Ashburn,41.7378997,-87.7165112,/landmgmtpub/remote/public/property/viewImage/1747408/20240506_155022[1].jpg,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
909448,16-16-202-057-0000,4915 W MADISON ST,Chicago,IL,60644,Cook,Commercial Land,Vacant Land,Land,200000.0,asking,200000.0,200000.0,,,,,,40727.0,,,Acquired,No,Austin,41.880131,-87.747619,/landmgmtpub/remote/public/property/viewImage/1588089/Picture16.jpg,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
1004260,26-06-322-004-0000,2604 E 95TH ST,Chicago,IL,60617,Cook,Residential Land,Vacant Land,Land,199999.0,minimum_bid,,199999.0,,,,,,195915.0,,,Acquired,,CALUMET HEIGHTS,41.7228774,-87.5628753,https://s3.amazonaws.com/ePropertyPlus/public/defaultPhotoNotAvailable.jpg,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
971480,26-06-211-024-0000,8800 S BALTIMORE AVE,Chicago,IL,60617,Cook,Residential Land,Vacant Land,Land,199000.0,asking,199000.0,8652.0,,,,,,57370.0,,,Acquired,,South Chicago,41.735428,-87.549001,/landmgmtpub/remote/public/property/viewImage/1048746/DSC08376.JPG,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
1002587,20-19-215-035-0000,6452 S ASHLAND AVE,Chicago,IL,60636,Cook,Commercial Structure,Commercial Property,Commercial,199000.0,asking,199000.0,100000.0,,,,,,3083.0,,,Acquired,,Englewood - West,41.7760923,-87.6644031,/landmgmtpub/remote/public/property/viewImage/1413521/20240105_101430.jpg,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
1002589,20-19-215-037-0000,6444 S ASHLAND AVE,Chicago,IL,60636,Cook,Commercial Land,Vacant Land,Land,199000.0,asking,199000.0,100000.0,,,,,,6074.0,,,Acquired,,Englewood - West,41.7763187,-87.6644937,/landmgmtpub/remote/public/property/viewImage/1728079/Ashland.jpg,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
920589,20-31-206-001-0000,1655 W 79TH ST,Chicago,IL,60620,Cook,Commercial Structure,Commercial Property,Commercial,180000.0,asking,180000.0,90000.0,,,,,,7188.0,,,Acquired,No,Auburn Gresham,41.750075,-87.665628,/landmgmtpub/remote/public/property/viewImage/643372/DSC00254.JPG,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
969375,16-22-207-001-0000,4015 W ROOSEVELT RD,Chicago,IL,60624-3938,Cook,Residential Land,Vacant Land,Land,175000.0,asking,175000.0,175000.0,,,,,,25236.0,,,Acquired,,North Lawndale,41.8661583,-87.725826,/landmgmtpub/remote/public/property/viewImage/1128786/IMG_3249.jpg,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
920616,20-32-230-023-0000,8214 S HALSTED ST,Chicago,IL,60620,Cook,Commercial Land,Vacant Land,Land,150000.0,asking,150000.0,99000.0,,,,,,2950.0,,,Acquired,No,Auburn Gresham,41.744658,-87.644207,/landmgmtpub/remote/public/property/viewImage/313343/IMG_0226.JPG,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
963983,20-17-229-033-0000,900 W 59TH ST,Chicago,IL,60621-2102,Cook,Residential Structure,Residential Home,Mixed Use,149000.0,asking,149000.0,80000.0,,,,,,8213.0,,,Acquired,No,Englewood - East,41.7872272,-87.6476538,/landmgmtpub/remote/public/property/viewImage/1045295/DSC08297.JPG,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
968244,31-04-200-005-0000,5100 183RD ST,Tinley Park,IL,60478,Cook,Commercial Land,Vacant Land,Land,149000.0,minimum_bid,,149000.0,,,,,,65209.0,,,Acquired,,,41.5563999,-87.74029,/landmgmtpub/remote/public/property/viewImage/1791934/Land_4_Sale.jpg,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
1239298,31-20-201-050-0000,5640  211TH PKY,Matteson,IL,60443.0,Cook,Commercial Land,Vacant Land,,135000.0,minimum_bid,,135000.0,,,,,,54033.0,,,Acquired,,,41.5065641,-87.7523738,https://s3.amazonaws.com/ePropertyPlus/public/defaultPhotoNotAvailable.jpg,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
909005,16-09-428-016-0000,4815 W WASHINGTON BLVD,Chicago,IL,60644,Cook,Commercial Land,Vacant Land,Land,125000.0,asking,125000.0,125000.0,,,,,,27125.0,,,Acquired,,Austin,41.881433,-87.74573,/landmgmtpub/remote/public/property/viewImage/1340332/IMG_1273.jpeg,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
1239312,31-24-208-023-0000,2605  LINCOLN HWY,Olympia Fields,IL,60461.0,Cook,Commercial Land,Vacant Land,,108500.0,minimum_bid,,108500.0,,,,,,23791.0,,,Acquired,,,41.5066685,-87.67987330000001,https://s3.amazonaws.com/ePropertyPlus/public/defaultPhotoNotAvailable.jpg,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
1239313,31-24-208-033-0000,2605  LINCOLN HWY,Olympia Fields,IL,60461.0,Cook,Commercial Structure,Commercial Property,,108500.0,minimum_bid,,108500.0,,,,,,85298.0,,,Acquired,,,41.5066685,-87.67987330000001,https://s3.amazonaws.com/ePropertyPlus/public/defaultPhotoNotAvailable.jpg,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
1239314,31-24-208-034-0000,2605  LINCOLN HWY,Olympia Fields,IL,60461,Cook,Commercial Structure,Commercial Property,,108500.0,minimum_bid,,108500.0,,,,,,13850.0,,,Acquired,,,41.5066685,-87.6798733,https://s3.amazonaws.com/ePropertyPlus/public/defaultPhotoNotAvailable.jpg,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
1235254,19-24-202-043-0000,2653 W 63RD ST,Chicago,IL,60629,Cook,Commercial Structure,Commercial Property,Commercial,107000.0,minimum_bid,,107000.0,,,,,,7180.0,,,Acquired,No,Chicago Lawn,41.7789001,-87.6905411,/landmgmtpub/remote/public/property/viewImage/2265487/2653 W 63rd st.jpg,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
910389,25-03-207-014-0000,741 E 87th Pl,Chicago,IL,60619-6809,Cook,Industrial Structure,Industrial Property,Industrial ,100000.0,asking,100000.0,100000.0,,,,,,12036.0,,,Acquired,No,Chatham,41.7354569,-87.605667,https://s3.amazonaws.com/ePropertyPlus/public/defaultPhotoNotAvailable.jpg,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
963456,16-33-210-014-0000,5128 W 32ND PL,Cicero,IL,60804-4036,Cook,Commercial Land,Vacant Land,Land,100000.0,asking,100000.0,39000.0,,,,,,5601.0,,,Acquired,,,41.834052,-87.753349,/landmgmtpub/remote/public/property/viewImage/566982/WIN_20180723_12_55_33_Pro.jpg,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
905470,31-16-403-015-0000,20602 S CICERO AVE,Matteson,IL,60443,Cook,Commercial Land,Vacant Land,Land,99999.0,minimum_bid,,99999.0,,,,,,139392.0,,,Acquired,,,41.5153265,-87.7325344,/landmgmtpub/remote/public/property/viewImage/1628910/20602 S Cicero.jpg,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
965571,25-22-310-007-0000,11725 S MICHIGAN AVE,Chicago,IL,60628-5646,Cook,Commercial Structure,Commercial Property,Commercial,99999.0,minimum_bid,,99999.0,,,,,,4344.0,,,Acquired,No,West Pullman,41.680861,-87.620238,/landmgmtpub/remote/public/property/viewImage/609408/DSC01163.JPG,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
920515,20-26-129-007-0000,7440 S SOUTH CHICAGO AVE,Chicago,IL,60619,Cook,Industrial Land,Vacant Land,Industrial ,99000.0,asking,99000.0,80000.0,,,,,,23916.0,,,Acquired,No,Grand Crossing,41.7592759,-87.5968483,/landmgmtpub/remote/public/property/viewImage/1870326/Land.jpg,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
963383,16-26-200-035-0000,3543 W CERMAK RD,Chicago,IL,60623-3131,Cook,Commercial Land,Commercial Property,Land,99000.0,asking,99000.0,17000.0,,,,,,6700.0,,,Acquired,,Little Village,41.8514734,-87.7142502,/landmgmtpub/remote/public/property/viewImage/1128813/IMG_3256.jpg,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
963425,16-28-407-015-0000,5001 W OGDEN AVE,Cicero,IL,60804-3536,Cook,Commercial Structure,Commercial Property,Commercial,99000.0,asking,99000.0,99000.0,,,,,,2308.0,,,Acquired,No,,41.8420544,-87.7492671,/landmgmtpub/remote/public/property/viewImage/1462011/IMG_5865.JPG,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
999536,16-28-200-010-0000,5115 W CERMAK RD,Cicero,IL,60804,Cook,Commercial Structure,Commercial Property,Commercial,99000.0,asking,99000.0,99000.0,,,,,,3750.0,,,Acquired,,,41.8506975,-87.7526139,/landmgmtpub/remote/public/property/viewImage/1593636/IMG_3148.jpg,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
1002790,16-02-304-005-0000,3747 W DIVISION ST,Chicago,IL,60651,Cook,Residential Land,Vacant Land,Land,99000.0,asking,99000.0,99900.0,,,,,,6000.0,,,Acquired,,HUMBOLDT PARK,41.9023395,-87.7208404,/landmgmtpub/remote/public/property/viewImage/1288103/3747 W Division.JPEG,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
1235531,20-27-405-003-0000,645 E 75TH ST,Chicago,IL,60619.0,Cook,Commercial Structure,Commercial Property,Commercial,95000.0,asking,95000.0,95000.0,,,,,,2501.0,,,Acquired,No,Grand Crossing,41.758334,-87.60856799999999,/landmgmtpub/remote/public/property/viewImage/2240041/1.jpeg,"OFFERS DUE BY SEPTEMBER 24th, 2026 AT 3:00 PM, AWARD DATE OCTOBER 2nd, 2026 BY 5:00 PM. If you are interested in purchasing this parcel, submit an “Initial Application”, this will grant you access and offer instructions. NOTE: You must submit an “Initial Application” before an “Offer Application.” INITIAL APPLICATIONS RECEIVED AFTER SEPTEMBER 22nd, 2026 AT 3:00PM WILL NOT BE APPROVED."
